area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,Calcium,[Sex: Female],"$\beta$ = -0.62, CI~95%~[-1.13, -0.13], pd = 99.4%, ps = 98.1%, BF~10~ = 1.84",-0.62,"[-1.13, -0.13]",0.994,0.981,1.84,11006.1,1
Laboratory and Cellular,Cholesterol,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.46, CI~95%~[-0.53, 1.38], pd = 83.2%, ps = 77%, BF~10~ = 0.25",0.46,"[-0.53, 1.38]",0.832,0.77,0.25,11242.5,1
Laboratory and Cellular,Cholesterol,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.61, CI~95%~[-0.02, 1.21], pd = 97.3%, ps = 94.1%, BF~10~ = 0.62",0.61,"[-0.02, 1.21]",0.973,0.941,0.62,10188.5,1
Laboratory and Cellular,Cholesterol,[PCOV NoV],"$\beta$ = -0.96, CI~95%~[-2.04, 0.19], pd = 95%, ps = 93%, BF~10~ = 0.73",-0.96,"[-2.04, 0.19]",0.95,0.93,0.73,7173.6,1
Laboratory and Cellular,Cholesterol,[PCOV NoV] x [Education level: Linear],"$\beta$ = 1.93, CI~95%~[-0.51, 4.41], pd = 94.1%, ps = 93%, BF~10~ = 1.41",1.93,"[-0.51, 4.41]",0.941,0.93,1.41,8787.1,1
Laboratory and Cellular,Cholesterol,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.14, CI~95%~[-0.16, 0.39], pd = 83.5%, ps = 59.9%, BF~10~ = 0.08",0.14,"[-0.16, 0.39]",0.835,0.599,0.08,12399.7,1
Laboratory and Cellular,Cholesterol,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.42, CI~95%~[-0.34, 1.18], pd = 85.6%, ps = 79.3%, BF~10~ = 0.23",0.42,"[-0.34, 1.18]",0.856,0.793,0.23,12914.7,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.36, CI~95%~[-0.47, 1.09], pd = 81.3%, ps = 73.9%, BF~10~ = 0.19",0.36,"[-0.47, 1.09]",0.813,0.739,0.19,11139,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.31, CI~95%~[-1.03, 0.36], pd = 80.4%, ps = 71.8%, BF~10~ = 0.17",-0.31,"[-1.03, 0.36]",0.804,0.718,0.17,12492.6,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.62, CI~95%~[-0.51, 1.78], pd = 86.3%, ps = 82%, BF~10~ = 0.34",0.62,"[-0.51, 1.78]",0.863,0.82,0.34,11756.9,1
Laboratory and Cellular,Cholesterol,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.25, CI~95%~[-0.82, 0.34], pd = 80%, ps = 69.3%, BF~10~ = 0.14",-0.25,"[-0.82, 0.34]",0.8,0.693,0.14,9898.4,1
Laboratory and Cellular,Cholesterol,[Pathologies: Diabetes (Yes)],"$\beta$ = -0.35, CI~95%~[-1.11, 0.41], pd = 81.8%, ps = 74.1%, BF~10~ = 0.2",-0.35,"[-1.11, 0.41]",0.818,0.741,0.2,9958.9,1
Laboratory and Cellular,Cholesterol,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.29, CI~95%~[-0.92, 0.29], pd = 82.9%, ps = 73.5%, BF~10~ = 0.16",-0.29,"[-0.92, 0.29]",0.829,0.735,0.16,10657.2,1
Laboratory and Cellular,Creatinine,[Age],"$\beta$ = 0.15, CI~95%~[-0.08, 0.4], pd = 89.1%, ps = 66.4%, BF~10~ = 0.09",0.15,"[-0.08, 0.4]",0.891,0.664,0.09,10939.5,1
Laboratory and Cellular,Creatinine,[Education level: Linear],"$\beta$ = -1.17, CI~95%~[-3.66, 1.38], pd = 81.9%, ps = 79.6%, BF~10~ = 0.66",-1.17,"[-3.66, 1.38]",0.819,0.796,0.66,8636.6,1
Laboratory and Cellular,Creatinine,[Fatigue scale],"$\beta$ = 0.11, CI~95%~[-0.09, 0.3], pd = 86.9%, ps = 52.7%, BF~10~ = 0.06",0.11,"[-0.09, 0.3]",0.869,0.527,0.06,14150,1
Laboratory and Cellular,Creatinine,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.74, CI~95%~[-1.41, -0.07], pd = 98.4%, ps = 96.9%, BF~10~ = 1.1",-0.74,"[-1.41, -0.07]",0.984,0.969,1.1,12424.9,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Age],"$\beta$ = -0.28, CI~95%~[-0.5, -0.05], pd = 99.2%, ps = 93.9%, BF~10~ = 0.63",-0.28,"[-0.5, -0.05]",0.992,0.939,0.63,14205.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Education level: Cubic],"$\beta$ = 1.29, CI~95%~[-0.76, 3.3], pd = 89.4%, ps = 87.5%, BF~10~ = 0.75",1.29,"[-0.76, 3.3]",0.894,0.875,0.75,8716.5,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = -1.79, CI~95%~[-4.39, 0.86], pd = 90.9%, ps = 89.8%, BF~10~ = 1.11",-1.79,"[-4.39, 0.86]",0.909,0.898,1.11,8789.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.28, CI~95%~[-0.51, -0.05], pd = 99.2%, ps = 94.2%, BF~10~ = 0.68",-0.28,"[-0.51, -0.05]",0.992,0.942,0.68,14532.7,1
Laboratory and Cellular,Creatinine,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.52, CI~95%~[-0.08, 1.13], pd = 95.3%, ps = 91.4%, BF~10~ = 0.41",0.52,"[-0.08, 1.13]",0.953,0.914,0.41,13053.1,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score],"$\beta$ = -0.79, CI~95%~[-1.67, 0.07], pd = 96.2%, ps = 94.2%, BF~10~ = 0.74",-0.79,"[-1.67, 0.07]",0.962,0.942,0.74,7766.2,1.001
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 1.85, CI~95%~[-0.68, 4.31], pd = 92.6%, ps = 91.5%, BF~10~ = 1.28",1.85,"[-0.68, 4.31]",0.926,0.915,1.28,7208.1,1.001
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.3, CI~95%~[-0.53, -0.09], pd = 99.6%, ps = 96.3%, BF~10~ = 1.42",-0.3,"[-0.53, -0.09]",0.996,0.963,1.42,14469,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.45, CI~95%~[-0.23, 1.12], pd = 90%, ps = 83.9%, BF~10~ = 0.27",0.45,"[-0.23, 1.12]",0.9,0.839,0.27,12565,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.37, CI~95%~[-0.3, 0.95], pd = 87.5%, ps = 80.3%, BF~10~ = 0.21",0.37,"[-0.3, 0.95]",0.875,0.803,0.21,12957.4,1
Laboratory and Cellular,Creatinine,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.37, CI~95%~[-0.12, 0.87], pd = 93.1%, ps = 85.6%, BF~10~ = 0.24",0.37,"[-0.12, 0.87]",0.931,0.856,0.24,12714.7,1
Laboratory and Cellular,Creatinine,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.69, CI~95%~[0.04, 1.36], pd = 97.8%, ps = 95.9%, BF~10~ = 0.9",0.69,"[0.04, 1.36]",0.978,0.959,0.9,12573.6,1
Laboratory and Cellular,Creatinine,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 1.04, CI~95%~[0.24, 1.82], pd = 99.5%, ps = 99%, BF~10~ = 3.54",1.04,"[0.24, 1.82]",0.995,0.99,3.54,12411.5,1
Laboratory and Cellular,Creatinine,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.31, CI~95%~[-0.19, 0.84], pd = 88.4%, ps = 78.9%, BF~10~ = 0.18",0.31,"[-0.19, 0.84]",0.884,0.789,0.18,13136.7,1
Laboratory and Cellular,Creatinine,[Pathologies: Obesity (Yes)],"$\beta$ = -0.67, CI~95%~[-1.48, 0.17], pd = 94.5%, ps = 91.2%, BF~10~ = 0.48",-0.67,"[-1.48, 0.17]",0.945,0.912,0.48,11884.1,1
Laboratory and Cellular,Creatinine,[Sex: Female],"$\beta$ = -1.19, CI~95%~[-1.63, -0.77], pd = 100%, ps = 100%, BF~10~ = 9208.89",-1.19,"[-1.63, -0.77]",1,1,9208.89,13042.7,1
Laboratory and Cellular,Eosinophils,[Age],"$\beta$ = 0.28, CI~95%~[0.02, 0.55], pd = 98%, ps = 90.9%, BF~10~ = 0.37",0.28,"[0.02, 0.55]",0.98,0.909,0.37,12722,1.001
Laboratory and Cellular,Eosinophils,[Fatigue scale],"$\beta$ = -0.17, CI~95%~[-0.37, 0.04], pd = 94.9%, ps = 75.7%, BF~10~ = 0.14",-0.17,"[-0.37, 0.04]",0.949,0.757,0.14,14191.2,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Age],"$\beta$ = -0.45, CI~95%~[-0.8, -0.09], pd = 99.5%, ps = 97.4%, BF~10~ = 1.19",-0.45,"[-0.8, -0.09]",0.995,0.974,1.19,12209.5,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 1.27, CI~95%~[-1.22, 3.62], pd = 85.1%, ps = 83.1%, BF~10~ = 0.71",1.27,"[-1.22, 3.62]",0.851,0.831,0.71,8622.9,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Education level: Linear],"$\beta$ = -1.6, CI~95%~[-4.48, 1.43], pd = 85.4%, ps = 83.8%, BF~10~ = 0.91",-1.6,"[-4.48, 1.43]",0.854,0.838,0.91,8194.9,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.38, 0.09], pd = 89%, ps = 63.9%, BF~10~ = 0.09",-0.14,"[-0.38, 0.09]",0.89,0.639,0.09,12918.1,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.65, CI~95%~[-0.1, 1.34], pd = 95.8%, ps = 93%, BF~10~ = 0.54",0.65,"[-0.1, 1.34]",0.958,0.93,0.54,14388.8,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.38, CI~95%~[-0.48, 1.22], pd = 80.9%, ps = 74.1%, BF~10~ = 0.22",0.38,"[-0.48, 1.22]",0.809,0.741,0.22,13467.4,1
Laboratory and Cellular,Eosinophils,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.34, CI~95%~[-0.26, 0.9], pd = 87.4%, ps = 78.8%, BF~10~ = 0.19",0.34,"[-0.26, 0.9]",0.874,0.788,0.19,13532.1,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Education level: Linear],"$\beta$ = 1.22, CI~95%~[-1.21, 3.64], pd = 83.5%, ps = 81.5%, BF~10~ = 0.68",1.22,"[-1.21, 3.64]",0.835,0.815,0.68,7811.7,1.001
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.32, CI~95%~[-0.42, 1.04], pd = 81.4%, ps = 73%, BF~10~ = 0.18",0.32,"[-0.42, 1.04]",0.814,0.73,0.18,13273.7,1
Laboratory and Cellular,Eosinophils,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.25, CI~95%~[-0.77, 0.27], pd = 83%, ps = 72%, BF~10~ = 0.14",-0.25,"[-0.77, 0.27]",0.83,0.72,0.14,14257.4,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Age],"$\beta$ = 0.31, CI~95%~[-0.03, 0.66], pd = 96.1%, ps = 88.9%, BF~10~ = 0.29",0.31,"[-0.03, 0.66]",0.961,0.889,0.29,12041.6,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -0.99, CI~95%~[-2.92, 1.05], pd = 83.9%, ps = 81.5%, BF~10~ = 0.55",-0.99,"[-2.92, 1.05]",0.839,0.815,0.55,7836.3,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.12, CI~95%~[-0.12, 0.35], pd = 84.1%, ps = 56.7%, BF~10~ = 0.07",0.12,"[-0.12, 0.35]",0.841,0.567,0.07,13581.2,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.34, CI~95%~[-1.03, 0.27], pd = 85%, ps = 76.8%, BF~10~ = 0.19",-0.34,"[-1.03, 0.27]",0.85,0.768,0.19,14335.7,1
Laboratory and Cellular,Eosinophils,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.42, CI~95%~[-0.95, 0.1], pd = 94.3%, ps = 88.3%, BF~10~ = 0.3",-0.42,"[-0.95, 0.1]",0.943,0.883,0.3,13360.3,1
Laboratory and Cellular,Eosinophils,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.76, CI~95%~[-1.59, 0.07], pd = 96.3%, ps = 94.3%, BF~10~ = 0.74",-0.76,"[-1.59, 0.07]",0.963,0.943,0.74,13325.2,1
Laboratory and Cellular,GPT,[Age],"$\beta$ = 0.18, CI~95%~[-0.04, 0.39], pd = 94.4%, ps = 75.6%, BF~10~ = 0.13",0.18,"[-0.04, 0.39]",0.944,0.756,0.13,10295.3,1
Laboratory and Cellular,GPT,[Education level: Cubic],"$\beta$ = 1.77, CI~95%~[-0.11, 3.69], pd = 96.4%, ps = 95.5%, BF~10~ = 1.54",1.77,"[-0.11, 3.69]",0.964,0.955,1.54,7957.7,1
Laboratory and Cellular,GPT,[Education level: Linear],"$\beta$ = 3.37, CI~95%~[0.97, 5.74], pd = 99.7%, ps = 99.6%, BF~10~ = 18.25",3.37,"[0.97, 5.74]",0.997,0.996,18.25,7900.3,1
Laboratory and Cellular,GPT,[Education level: Quadratic],"$\beta$ = -2.54, CI~95%~[-4.75, -0.39], pd = 99%, ps = 98.7%, BF~10~ = 5.02",-2.54,"[-4.75, -0.39]",0.99,0.987,5.02,7789.2,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Age],"$\beta$ = -0.14, CI~95%~[-0.42, 0.16], pd = 82.6%, ps = 60%, BF~10~ = 0.08",-0.14,"[-0.42, 0.16]",0.826,0.6,0.08,9973.6,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.1, CI~95%~[-0.09, 0.29], pd = 84.2%, ps = 48.5%, BF~10~ = 0.05",0.1,"[-0.09, 0.29]",0.842,0.485,0.05,11644.7,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.36, CI~95%~[-0.28, 0.98], pd = 87.5%, ps = 79.2%, BF~10~ = 0.2",0.36,"[-0.28, 0.98]",0.875,0.792,0.2,9268.7,1
Laboratory and Cellular,GPT,[PCOV NoV],"$\beta$ = 1.27, CI~95%~[0.21, 2.32], pd = 99.1%, ps = 98.5%, BF~10~ = 2.52",1.27,"[0.21, 2.32]",0.991,0.985,2.52,7678.3,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -4.5, CI~95%~[-6.39, -2.41], pd = 100%, ps = 100%, BF~10~ = 26538.92",-4.5,"[-6.39, -2.41]",1,1,26538.92,8317.2,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Education level: Linear],"$\beta$ = -5.38, CI~95%~[-7.62, -3.24], pd = 100%, ps = 100%, BF~10~ = 46129.49",-5.38,"[-7.62, -3.24]",1,1,46129.49,7933.1,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 5.4, CI~95%~[2.83, 7.92], pd = 100%, ps = 100%, BF~10~ = 39528.26",5.4,"[2.83, 7.92]",1,1,39528.26,8871.6,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.24, CI~95%~[-0.3, 0.81], pd = 80.1%, ps = 69.5%, BF~10~ = 0.14",0.24,"[-0.3, 0.81]",0.801,0.695,0.14,13409,1
Laboratory and Cellular,GPT,[PCOV Severity Score],"$\beta$ = 1.04, CI~95%~[0.26, 1.84], pd = 99.5%, ps = 99.1%, BF~10~ = 4.23",1.04,"[0.26, 1.84]",0.995,0.991,4.23,7524.3,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Age],"$\beta$ = 0.18, CI~95%~[-0.09, 0.45], pd = 90.7%, ps = 72.5%, BF~10~ = 0.11",0.18,"[-0.09, 0.45]",0.907,0.725,0.11,10025.5,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -2.17, CI~95%~[-4.09, -0.32], pd = 98.9%, ps = 98.4%, BF~10~ = 3.9",-2.17,"[-4.09, -0.32]",0.989,0.984,3.9,8070.7,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -4.46, CI~95%~[-6.87, -2.1], pd = 100%, ps = 100%, BF~10~ = 7212.62",-4.46,"[-6.87, -2.1]",1,1,7212.62,6791.1,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 3.72, CI~95%~[1.76, 5.59], pd = 100%, ps = 100%, BF~10~ = 592.12",3.72,"[1.76, 5.59]",1,1,592.12,7497.8,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.56, CI~95%~[-1.16, 0], pd = 97.2%, ps = 94.6%, BF~10~ = 0.65",-0.56,"[-1.16, 0]",0.972,0.946,0.65,11015.7,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.59, CI~95%~[-0.25, 1.43], pd = 91.5%, ps = 87.5%, BF~10~ = 0.38",0.59,"[-0.25, 1.43]",0.915,0.875,0.38,10758.4,1
Laboratory and Cellular,GPT,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.37, CI~95%~[-0.83, 0.08], pd = 94.5%, ps = 87.8%, BF~10~ = 0.28",-0.37,"[-0.83, 0.08]",0.945,0.878,0.28,11646.6,1
Laboratory and Cellular,GPT,[Pathologies: Obesity (Yes)],"$\beta$ = 0.6, CI~95%~[-0.08, 1.34], pd = 95.1%, ps = 91.1%, BF~10~ = 0.43",0.6,"[-0.08, 1.34]",0.951,0.911,0.43,11946.8,1
Laboratory and Cellular,GPT,[Sex: Female],"$\beta$ = -0.51, CI~95%~[-0.87, -0.12], pd = 99.6%, ps = 98.3%, BF~10~ = 1.9",-0.51,"[-0.87, -0.12]",0.996,0.983,1.9,13146.3,1
Laboratory and Cellular,Glucose,[Age],"$\beta$ = 0.27, CI~95%~[0.09, 0.46], pd = 99.8%, ps = 96.6%, BF~10~ = 1.77",0.27,"[0.09, 0.46]",0.998,0.966,1.77,10617.9,1
Laboratory and Cellular,Glucose,[Education level: Linear],"$\beta$ = 3.13, CI~95%~[0.91, 5.46], pd = 99.7%, ps = 99.6%, BF~10~ = 11.66",3.13,"[0.91, 5.46]",0.997,0.996,11.66,5662.2,1
Laboratory and Cellular,Glucose,[Education level: Quadratic],"$\beta$ = -1.93, CI~95%~[-4.1, 0.12], pd = 96.1%, ps = 95.4%, BF~10~ = 1.81",-1.93,"[-4.1, 0.12]",0.961,0.954,1.81,5056,1
Laboratory and Cellular,Glucose,[Fatigue scale],"$\beta$ = -0.08, CI~95%~[-0.22, 0.06], pd = 87.9%, ps = 40.2%, BF~10~ = 0.05",-0.08,"[-0.22, 0.06]",0.879,0.402,0.05,16788.8,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Education level: Linear],"$\beta$ = -1.24, CI~95%~[-4.07, 1.59], pd = 80.8%, ps = 78.7%, BF~10~ = 0.68",-1.24,"[-4.07, 1.59]",0.808,0.787,0.68,5025.8,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.07, CI~95%~[-0.08, 0.24], pd = 82.2%, ps = 36.8%, BF~10~ = 0.04",0.07,"[-0.08, 0.24]",0.822,0.368,0.04,16100.1,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.37, CI~95%~[-0.86, 0.13], pd = 92.8%, ps = 86.2%, BF~10~ = 0.26",-0.37,"[-0.86, 0.13]",0.928,0.862,0.26,13793.2,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.43, CI~95%~[-1.05, 0.14], pd = 91.9%, ps = 85.7%, BF~10~ = 0.26",-0.43,"[-1.05, 0.14]",0.919,0.857,0.26,12839.4,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -2.45, CI~95%~[-4.36, -0.63], pd = 99.5%, ps = 99.3%, BF~10~ = 7.99",-2.45,"[-4.36, -0.63]",0.995,0.993,7.99,5999.1,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Education level: Linear],"$\beta$ = -2.58, CI~95%~[-4.67, -0.53], pd = 99.2%, ps = 99%, BF~10~ = 7.07",-2.58,"[-4.67, -0.53]",0.992,0.99,7.07,5718.5,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 2.95, CI~95%~[0.53, 5.35], pd = 99.1%, ps = 98.9%, BF~10~ = 5.97",2.95,"[0.53, 5.35]",0.991,0.989,5.97,6754.4,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.15, CI~95%~[-0.01, 0.33], pd = 96.3%, ps = 72.3%, BF~10~ = 0.14",0.15,"[-0.01, 0.33]",0.963,0.723,0.14,15653.6,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.94, CI~95%~[-1.41, -0.46], pd = 100%, ps = 100%, BF~10~ = 102.78",-0.94,"[-1.41, -0.46]",1,1,102.78,15382.6,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.56, CI~95%~[-1.09, -0.08], pd = 98.4%, ps = 96.4%, BF~10~ = 0.87",-0.56,"[-1.09, -0.08]",0.984,0.964,0.87,12202.9,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.83, CI~95%~[0.38, 1.28], pd = 100%, ps = 99.9%, BF~10~ = 30.49",0.83,"[0.38, 1.28]",1,0.999,30.49,13603.1,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.58, CI~95%~[-1.14, 0], pd = 97.6%, ps = 95%, BF~10~ = 0.66",-0.58,"[-1.14, 0]",0.976,0.95,0.66,12728.5,1
Laboratory and Cellular,Glucose,[PCOV Severity Score],"$\beta$ = 0.59, CI~95%~[-0.18, 1.35], pd = 93.3%, ps = 89.6%, BF~10~ = 0.42",0.59,"[-0.18, 1.35]",0.933,0.896,0.42,5510.4,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Age],"$\beta$ = 0.16, CI~95%~[-0.07, 0.39], pd = 91.8%, ps = 70.7%, BF~10~ = 0.1",0.16,"[-0.07, 0.39]",0.918,0.707,0.1,11131.6,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -1.24, CI~95%~[-3.16, 0.51], pd = 90.8%, ps = 88.9%, BF~10~ = 0.73",-1.24,"[-3.16, 0.51]",0.908,0.889,0.73,4949.6,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -2.29, CI~95%~[-4.57, 0.1], pd = 97.2%, ps = 96.7%, BF~10~ = 2.43",-2.29,"[-4.57, 0.1]",0.972,0.967,2.43,4945.3,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 2.28, CI~95%~[0.54, 4.18], pd = 99.2%, ps = 99%, BF~10~ = 6",2.28,"[0.54, 4.18]",0.992,0.99,6,5178.5,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.3, 0.02], pd = 95.8%, ps = 68.5%, BF~10~ = 0.12",-0.14,"[-0.3, 0.02]",0.958,0.685,0.12,15626,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.25, CI~95%~[-0.77, 0.23], pd = 84.1%, ps = 72.8%, BF~10~ = 0.13",-0.25,"[-0.77, 0.23]",0.841,0.728,0.13,12382.5,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.3, CI~95%~[-0.76, 0.14], pd = 90.7%, ps = 81.7%, BF~10~ = 0.19",-0.3,"[-0.76, 0.14]",0.907,0.817,0.19,14158.6,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 1.26, CI~95%~[0.54, 1.99], pd = 100%, ps = 99.9%, BF~10~ = 20.52",1.26,"[0.54, 1.99]",1,0.999,20.52,12453.8,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.23, CI~95%~[-0.13, 0.6], pd = 89.8%, ps = 76%, BF~10~ = 0.14",0.23,"[-0.13, 0.6]",0.898,0.76,0.14,13480.4,1
Laboratory and Cellular,Glucose,[Pathologies: Diabetes (Yes)],"$\beta$ = 1.24, CI~95%~[0.75, 1.73], pd = 100%, ps = 100%, BF~10~ = 6674.67",1.24,"[0.75, 1.73]",1,1,6674.67,13098.9,1
Laboratory and Cellular,Glucose,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.35, CI~95%~[-0.22, 0.92], pd = 88.6%, ps = 80.3%, BF~10~ = 0.2",0.35,"[-0.22, 0.92]",0.886,0.803,0.2,13285.4,1
Laboratory and Cellular,Glucose,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.48, CI~95%~[-0.87, -0.1], pd = 99.2%, ps = 97.1%, BF~10~ = 1.13",-0.48,"[-0.87, -0.1]",0.992,0.971,1.13,12993.2,1
Laboratory and Cellular,Glucose,[Pathologies: Obesity (Yes)],"$\beta$ = 0.57, CI~95%~[-0.08, 1.15], pd = 96.7%, ps = 93.7%, BF~10~ = 0.57",0.57,"[-0.08, 1.15]",0.967,0.937,0.57,12995.7,1.001
Laboratory and Cellular,Hematocrit,[Age],"$\beta$ = 0.1, CI~95%~[-0.11, 0.3], pd = 82%, ps = 48.8%, BF~10~ = 0.05",0.1,"[-0.11, 0.3]",0.82,0.488,0.05,8310.6,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.24, CI~95%~[-0.34, 0.78], pd = 80.4%, ps = 69.1%, BF~10~ = 0.14",0.24,"[-0.34, 0.78]",0.804,0.691,0.14,9490.4,1
Laboratory and Cellular,Hematocrit,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.2, CI~95%~[0.01, 0.39], pd = 97.8%, ps = 84.4%, BF~10~ = 0.24",0.2,"[0.01, 0.39]",0.978,0.844,0.24,12169.7,1
